0, 0.00000, 0.00000, 0.00000
6192, 0.00000, 0.00000, 0.00183
10786, 0.00000, 0.00000, 0.00504
11530, 0.00000, 0.00000, 0.00362
11614, 0.00000, 0.00000, 0.00260
13764, 0.00000, 0.00000, 0.00311
15553, 0.00000, 0.00000, 0.00588
16233, 0.00000, 0.00000, 0.00716
16677, 0.00000, 0.00000, 0.00765
17325, 0.00000, 0.00000, 0.00568
17359, 0.00000, 0.00000, 0.00567
17693, 0.00000, 0.00000, 0.00942
18336, 0.00000, 0.00000, 0.00890
18578, 0.00000, 0.00000, 0.00981
19641, 0.00000, 0.00000, 0.00670
19657, 0.00000, 0.00000, 0.00654
19869, 0.00000, 0.00000, 0.00586
19875, 0.00000, 0.00000, 0.01037
20062, 0.00000, 0.00000, 0.00467
20277, 0.00000, 0.00000, 0.00757
22251, 0.00000, 0.00000, 0.00782
22311, 0.00000, 0.00000, 0.00748
22474, 0.00000, 0.00000, 0.00748
22743, 0.00000, 0.00000, 0.01059
22827, 0.00000, 0.00000, 0.00769
22955, 0.00000, 0.00000, 0.01253
23227, 0.00000, 0.00000, 0.01173
23703, 0.00000, 0.00000, 0.00805
23885, 0.00000, 0.00000, 0.00807
24098, 0.00000, 0.00000, 0.01184
24263, 0.00000, 0.00000, 0.00806
24296, 0.00000, 0.00000, 0.00821
24360, 0.00000, 0.00000, 0.01071
24779, 0.00000, 0.00000, 0.01355
25562, 0.00000, 0.00000, 0.00849
26159, 0.00000, 0.00000, 0.00894
26782, 0.00000, 0.00000, 0.01305
26995, 0.00000, 0.00000, 0.00922
27151, 0.00000, 0.00000, 0.00919
27300, 0.00000, 0.00000, 0.00979
27468, 0.00000, 0.00000, 0.00673
28232, 0.00000, 0.00000, 0.00977
28326, 0.00000, 0.00000, 0.00956
28392, 0.00000, 0.00000, 0.10486
28504, 0.00000, 0.00000, 0.00985
28813, 0.00000, 0.00000, 0.00990
28898, 0.00000, 0.00000, 0.00696
29146, 0.00000, 0.00000, 0.01002
29606, 0.00000, 0.00000, 0.01019
29638, 0.00000, 0.00000, 0.01007
29704, 0.00000, 0.00000, 0.00988
29857, 0.00000, 0.00000, 0.01778
29872, 0.00000, 0.00000, 0.01936
30022, 0.00000, 0.00000, 0.01030
30026, 0.00000, 0.00000, 0.01012
30188, 0.00000, 0.00000, 0.01039
30270, 0.00000, 0.00000, 0.00932
30451, 0.00000, 0.00000, 0.01056
30654, 0.00000, 0.00000, 0.01045
30984, 0.00000, 0.00000, 0.01060
31077, 0.00000, 0.00000, 0.01067
31532, 0.00000, 0.00000, 0.01092
31910, 0.00000, 0.00000, 0.01100
32074, 0.00000, 0.00000, 0.00768
32104, 0.00000, 0.00000, 0.01115
32113, 0.00000, 0.00000, 0.08535
32152, 0.00000, 0.00000, 0.01445
32192, 0.00000, 0.00000, 0.01021
32442, 0.00000, 0.00000, 0.01127
32490, 0.00000, 0.00000, 0.01109
32583, 0.00000, 0.00000, 0.01124
32711, 0.00000, 0.00000, 0.01543
32826, 0.00000, 0.00000, 0.01146
32839, 0.00000, 0.00000, 0.00875
32981, 0.00000, 0.00000, 0.01654
33262, 0.00000, 0.00000, 0.01410
33291, 0.00000, 0.00000, 0.01149
33301, 0.00000, 0.00000, 0.00814
33360, 0.00000, 0.00000, 0.01261
33376, 0.00000, 0.00000, 0.01229
33380, 0.00000, 0.00000, 0.01392
33436, 0.00000, 0.00000, 0.01624
33503, 0.00000, 0.00000, 0.01414
33543, 0.00000, 0.00000, 0.01109
33656, 0.00000, 0.00000, 0.01166
33712, 0.00000, 0.00000, 0.01161
33801, 0.00000, 0.00000, 0.01274
34044, 0.00000, 0.00000, 0.01194
34070, 0.00000, 0.00000, 0.01918
34335, 0.00000, 0.00000, 0.08552
34380, 0.00000, 0.00000, 0.01192
34421, 0.00000, 0.00000, 0.01206
34460, 0.00000, 0.00000, 0.01192
34481, 0.00000, 0.00000, 0.00823
34562, 0.00000, 0.00000, 0.01392
34585, 0.00000, 0.00000, 0.01206
34762, 0.00000, 0.00000, 0.01218
34779, 0.00000, 0.00000, 0.01211
34873, 0.00000, 0.00000, 0.01485
35187, 0.00000, 0.00000, 0.01395
35260, 0.00000, 0.00000, 0.01400
35261, 0.00000, 0.00000, 0.01410
35315, 0.00000, 0.00000, 0.01235
35618, 0.00000, 0.00000, 0.01298
35664, 0.00000, 0.00000, 0.01254
35704, 0.00000, 0.00000, 0.01626
35822, 0.00000, 0.00000, 0.01249
35971, 0.00000, 0.00000, 0.01249
36014, 0.00000, 0.00000, 0.13414
36091, 0.00000, 0.00000, 0.01502
36137, 0.00000, 0.00000, 0.00874
36193, 0.00000, 0.00000, 0.01245
36258, 0.00000, 0.00000, 0.01265
36588, 0.00000, 0.00000, 0.08540
36615, 0.00000, 0.00000, 0.11856
36641, 0.00000, 0.00000, 0.01283
36826, 0.00000, 0.00000, 0.01289
37026, 0.00000, 0.00000, 0.01784
37052, 0.00000, 0.00000, 0.01288
37067, 0.00000, 0.00000, 0.02345
37077, 0.00000, 0.00000, 0.12015
37256, 0.00000, 0.00000, 0.01323
37713, 0.00000, 0.00000, 0.01355
37725, 0.00000, 0.00000, 0.01312
37759, 0.00000, 0.00000, 0.01012
37777, 0.00000, 0.00000, 0.01369
37809, 0.00000, 0.00000, 0.01389
38001, 0.00000, 0.00000, 0.01325
38227, 0.00000, 0.00000, 0.01762
38293, 0.00000, 0.00000, 0.01336
38352, 0.00000, 0.00000, 0.01357
38458, 0.00000, 0.00000, 0.01725
38614, 0.00000, 0.00000, 0.01369
38682, 0.00000, 0.00000, 0.01381
38716, 0.00000, 0.00000, 0.09056
38867, 0.00000, 0.00000, 0.01599
38901, 0.00000, 0.00000, 0.01102
39130, 0.00000, 0.00000, 0.12868
39284, 0.00000, 0.00000, 0.01362
39387, 0.00000, 0.00000, 0.01382
39398, 0.00000, 0.00000, 0.01383
39411, 0.00000, 0.00000, 0.01415
39526, 0.00000, 0.00000, 0.01381
39605, 0.00000, 0.00000, 0.08236
39639, 0.00000, 0.00000, 0.01405
40087, 0.00000, 0.00000, 0.01692
40271, 0.00000, 0.00000, 0.01429
40292, 0.00000, 0.00000, 0.01434
40448, 0.00000, 0.00000, 0.01451
40725, 0.00000, 0.00000, 0.01555
41122, 0.00000, 0.00000, 0.01447
41180, 0.00000, 0.00000, 0.01831
41375, 0.00000, 0.00000, 0.01453
41394, 0.00000, 0.00000, 0.01457
41719, 0.00000, 0.00000, 0.08472
41779, 0.00000, 0.00000, 0.01481
41808, 0.00000, 0.00000, 0.01763
41878, 0.00000, 0.00000, 0.07548
42091, 0.00000, 0.00000, 0.01174
42095, 0.00000, 0.00000, 0.06810
42154, 0.00000, 0.00000, 0.01504
42257, 0.00000, 0.00000, 0.01515
42381, 0.00000, 0.00000, 0.01496
